Scenario,BestSuite,MeanNetPnL,MedianNetPnL,AvgHit,AvgNonFlatHit,EventSharpe,N_dates,DeltaMean_vs_Alt
sp400_long,QQQ,-0.005443026493816988,0.0,0.5914121292607349,0.41731051667320335,-0.6068478449314124,18,0.0013842988881570895
sp400_med,QQQ,-0.004068051644742533,0.0,0.6343669250645996,0.448363978934444,-0.4698596043856713,18,0.0007412069759986477
sp400_short,QQQ,-0.004845926836525217,0.0,0.5825695848885261,0.42980850217660005,-0.5085437153327076,18,0.0005222870795777495
sp500_long,QQQ,-0.002366311590586111,0.0,0.6203703703703703,0.4776296538092095,-0.42798360043050265,18,0.0006442895172818612
sp500_med,QQQ,-0.0020229442433145036,0.0,0.6549295774647886,0.4533682750602901,-0.38772226372723845,18,0.0010098410446714133
sp500_short,QQQ,-0.003433782225022135,0.0,0.5996541354404257,0.44605878807498583,-0.38955596496099715,18,0.001299536931848797
sp600_long,QQQ,-0.006865044291406272,0.0,0.5850047755491882,0.3952678067968027,-0.6536022983355387,18,0.0012559445224181167
sp600_med,QQQ,-0.004723874241388623,0.0,0.6188811188811189,0.43221929585437,-0.5351303507865519,18,0.001726047528185927
sp600_short,QQQ,-0.0054459460468218,0.0,0.566330552056419,0.42460190020666794,-0.5197969511636198,18,0.0014238267101213398
